capa_id,open_date,close_date,days_to_close,product,department,severity,root_cause,regulatory_reference,incident_summary,root_cause_detail,corrective_action,preventive_action,effectiveness_check,effectiveness_rating,recurrence,investigator_name,investigator_role,approver_name,approver_role,ca_completion_date,pa_completion_date,ec_completion_date
CAPA-2021-0963,2021-10-03,2022-01-18,107,Morphine Sulfate 10mg/mL Injection,Stability,High,Environmental Control Failure,21 CFR Part 211.166,Non-viable particle count in Grade A zone exceeded action limit during filling of batch D2025A. 17 particles ≥5.0µm/m³ recorded at fill point 2. Limit: 20 particles/m³.,LAF unit filter integrity compromised — pinhole defect found on HEPA filter during DOP test triggered post-event. Filter had been in service for {days() + 180} days against 12-month maximum.,Filling halted. HEPA filter replaced. DOP test passed on replacement filter. Batch risk-assessed — sterility test initiated. Grade A re-qualified before restart.,HEPA filter replacement scheduled at 10 months (not 12) to provide buffer. DOP test added to quarterly PM rather than annual. Filter age tracked in LIMS with auto-alert 60 days before due.,Zero non-viable particle exceedances in Grade A for 18 months. Quarterly DOP test compliance 100%.,Effective,No,R. Sharma,Engineering Lead,Dr. L. Fernandez,QP / Responsible Person,2021-10-08,2021-10-16,2022-01-14
CAPA-2022-0964,2022-08-12,2022-11-06,86,Salbutamol Inhaler 100mcg,Sterile Fill,Medium,Process Deviation,EU GMP Annex 1,Blend uniformity failure for batch C2312B — RSD 7.1% against limit 3%. Blending time 10.7 minutes against validated 35 minutes due to blender availability issue.,Production scheduling allocated insufficient blend time due to equipment conflict with another batch. Validation parameter deviation not escalated to QA before manufacture.,Batch rejected. Blend uniformity testing completed on retained samples to confirm extent of failure. Blender scheduling reviewed and corrected for all upcoming batches.,Critical process parameters (including blend time) flagged in EBR — system alerts QA if scheduled time deviates from validated range before batch release to manufacture.,Zero blend uniformity OOS events for 12 months. 100% validated blend time compliance on monthly process review.,Effective,No,A. Kumar,QC Manager,Dr. L. Fernandez,QP / Responsible Person,2022-09-06,2022-09-20,2022-10-23
CAPA-2022-0965,2022-08-14,2022-12-04,112,Paracetamol 500mg Tablets,Packaging,High,Process Deviation,EU GMP Chapter 5,Yield loss of 11.4% recorded for batch D8219B against expected ≥95%. Material reconciliation gap of 5.6kg could not be accounted for in batch record.,"Investigation found material retained in dust extraction ducting — duct had not been cleaned between batches due to production pressure. Material loss attributed to duct retention, not process loss.","Duct inspected, cleaned, and all retained material weighed and documented. Batch yield reconciled. Dust extraction system added to between-batch cleaning procedure immediately.",Dust extraction duct cleaning made mandatory between batches — documented in line clearance checklist. Yield alert threshold set at 97% — QA review triggered automatically below this level.,Yield consistently ≥95% for 12 months. Zero unaccounted material loss events on monthly yield trend review.,Not Effective,Yes,S. Mehta,QA Director,Dr. L. Fernandez,QP / Responsible Person,2022-09-09,2022-09-22,2022-11-29
CAPA-2020-0966,2020-03-23,2020-06-24,93,Morphine Sulfate 10mg/mL Injection,Sterile Fill,Medium,Environmental Control Failure,21 CFR Part 211.113,Grade A environmental monitoring exceeded action limit — 12 CFU detected at Fill Station #4 during batch D7299A. EU GMP Annex 1 limit: 0 CFU. Three consecutive positive samples.,HVAC pre-filter for LAF unit HP-678 overdue for replacement by 82 days. Filter bypass reduced airflow velocity below 0.45 m/s — unidirectional airflow protection compromised.,Fill area taken out of service. Full decontamination with sporicidal agent. Filter replaced. Grade A re-qualified over 3 consecutive days. Batch quarantined for sterility testing.,HVAC PM integrated with production scheduling system — both systems display same PM calendar. Automated alert to Engineering Lead 14 and 7 days before filter due date. LAF velocity check added to daily line clearance.,Zero Grade A EM exceedances for 18 months. LAF velocity within specification on all daily checks.,Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2020-04-03,2020-05-07,2020-06-20
CAPA-2019-0967,2019-11-04,2020-01-27,84,Insulin Injection 100IU/mL,Packaging,Medium,Software / System Failure,21 CFR Part 211.130,QMS audit trail did not record data change to batch C3805A record — change made by OP-6648 not captured. Identified during 21 CFR Part 11 compliance audit.,"Audit trail feature had been inadvertently disabled during routine system maintenance by IT team. Feature disabled for {days()} days — {random.randint(10,50)} batch records affected.","Audit trail re-enabled. Affected records reviewed — all changes traced through secondary records (paper, CCTV, operator testimony). No data integrity concerns confirmed.",Audit trail status verification added to post-maintenance checklist — mandatory before system returned to production use. Audit trail status monitored daily by IT compliance.,Audit trail 100% active for 12 months on monthly IT compliance report. Zero 21 CFR Part 11 findings at next regulatory inspection.,Not Effective,Yes,T. Brown,Regulatory Affairs Lead,Dr. S. Mehta,QA Director,2019-11-30,2019-12-11,2020-01-15
CAPA-2020-0968,2020-02-19,2020-05-20,91,Salbutamol Inhaler 100mcg,QC Laboratory,Medium,Process Deviation,21 CFR Part 211.192,Visible particulate found in 69 vials during 100% visual inspection of batch B9409C (5603 total vials). Particles identified as glass lamellae from vial inner surface.,Glass vial supplier had process change — new vial mould introduced without notifying pharmaceutical customer. New mould produced higher rate of glass delamination under washing/sterilisation conditions.,Batch rejected and destroyed. All vials from same supplier lot quarantined. Supplier formally notified. Emergency supply sourced from qualified alternative supplier for ongoing production.,Supplier change notification clause added to vial supplier quality agreement — any process change requires prior notification and sample submission for qualification. Incoming vial delamination test introduced.,Zero glass particulate events for 12 months. Annual vial supplier audit to verify change notification process.,Effective,No,L. Chen,Validation Lead,Dr. A. Gupta,Site Director,2020-03-01,2020-04-03,2020-05-07
CAPA-2021-0969,2021-03-12,2021-06-10,90,Vancomycin 500mg Powder for Infusion,QC Laboratory,High,Environmental Control Failure,USP <1058>,Viable particle count in Grade B area exceeded action limit — 5 CFU/m³ at sample point 10 during start of batch B6292A campaign.,Drain in Grade B area identified as microbial reservoir — drain cover cracked allowing backflow during cleaning. Drain had not been inspected for {days()} days.,Drain cover replaced and drain sanitised with sporicidal agent. Enhanced cleaning protocol implemented. Area re-tested — all results within specification before restart.,Drain inspection added to weekly environmental walkthrough checklist. Trend analysis for Grade B EM results implemented — 2 consecutive alerts trigger immediate drain inspection.,Zero Grade B EM action limit exceedances for 12 months. Weekly drain inspection compliance 100%.,Effective,No,R. Sharma,Engineering Lead,Dr. A. Gupta,Site Director,2021-03-18,2021-04-07,2021-06-04
CAPA-2018-0970,2018-02-27,2018-06-07,100,Warfarin 5mg Tablets,Packaging,Low,Material / Supplier Defect,21 CFR Part 211.130,API lot LOT-62213 from API Solutions failed assay — 94.1% against specification of 98.0–102.0%. Three retests confirmed OOS. Certificate of Analysis stated 100.8%.,Supplier analytical method was not equivalent to Ph. Eur. pharmacopoeial method used by the pharmaceutical manufacturer. Supplier method overestimated purity due to unresolved impurity peak.,Lot rejected and returned to supplier. Emergency stock from alternative qualified supplier sourced. Formal investigation requested from supplier within 30 days.,API supplier method comparability study mandated for all new lots — correlation between supplier and in-house methods must be ≥99% before lot acceptance. Annual method comparability audit introduced.,Zero API assay OOS results from supplier method discrepancy for 24 months. Annual method comparability confirmed on supplier audit report.,Partially Effective,No,S. Mehta,QA Director,Dr. S. Mehta,QA Director,2018-03-09,2018-04-23,2018-05-28
CAPA-2021-0971,2021-10-25,2022-04-04,161,Metformin 850mg Tablets,QC Laboratory,Low,Documentation Error,ICH Q2(R1),Deviation report for batch B2676C closed without verification that all assigned corrective actions were completed. Two actions out of five remained open at time of closure.,QA reviewer closed deviation based on progress report from action owners without independently verifying completion. Closure criteria checklist not mandatory in previous QMS version.,Deviation reopened. Remaining two actions completed and independently verified by QA. Deviation re-closed with full evidence package attached.,QMS updated — deviation cannot be closed unless all linked corrective actions show 'Verified Complete' status in system. Verification requires QA sign-off separate from action owner sign-off.,Zero premature deviation closures for 12 months on monthly QA deviation audit.,Not Effective,No,S. Mehta,QA Director,Dr. L. Fernandez,QP / Responsible Person,2021-11-22,2022-01-19,2022-03-21
CAPA-2018-0972,2018-04-04,2018-09-12,161,Lisinopril 10mg Tablets,Dispensary,Low,Process Deviation,EU GMP Chapter 5,Tablet hardness for batch B9836A failed specification — 73.0% of tablets below minimum 8.5 kP during IPC at 25% compression.,"Compression force drifted below validated minimum — tablet press {equip()} main compression roll bearing showing early wear, causing force variation between strokes.",Compression halted. Bearing replaced. Batch 100% checked by automated hardness tester. Sub-specification tablets rejected. Remaining batch released after QA review.,Compression force monitoring added to real-time SCADA display with alert at ±5% from setpoint. Main compression roll bearing added to 6-monthly PM schedule.,Zero hardness OOS events on this press for 12 months. Bearing inspection records reviewed quarterly.,Effective,No,L. Chen,Validation Lead,Dr. S. Mehta,QA Director,2018-04-24,2018-06-18,2018-08-31
